time_seconds,acc_x,acc_y,acc_z,q_w,q_x,q_y,q_z
22.4981,-2.64,-1.07,-5.87,0.73,0.61,-0.17,-0.26
22.5187,-2.41,1.29,-2.11,0.71,0.62,-0.21,-0.26
22.5397,-1.6,-1.47,-0.43,0.7,0.62,-0.22,-0.27
22.6121,-1.36,-0.8,1.16,0.69,0.63,-0.23,-0.27
22.6287,2.75,-3.96,1.13,0.63,0.66,-0.3,-0.27
22.6486,2.91,-4.73,2.22,0.61,0.67,-0.32,-0.27
22.7181,3.51,-2.86,2.59,0.59,0.68,-0.34,-0.27
22.7296,3.67,-2.13,1.87,0.55,0.68,-0.39,-0.28
22.7489,1.39,-0.79,3.21,0.53,0.69,-0.41,-0.28
22.826,1.72,0.23,4.28,0.51,0.69,-0.42,-0.28
22.8499,6.08,-2.64,8.42,0.47,0.7,-0.45,-0.3
22.9274,2.46,-0.93,7.82,0.47,0.69,-0.45,-0.31
22.95,-1.01,-3.96,2.34,0.47,0.68,-0.46,-0.35
23.0296,-0.9,-1.39,1.79,0.47,0.67,-0.46,-0.34
23.05,3.57,-0.73,2.19,0.5,0.67,-0.44,-0.33
23.0698,6.14,0.76,1.31,0.52,0.66,-0.44,-0.32
23.0898,6.2,-0.42,0.05,0.53,0.66,-0.43,-0.32
23.1251,5.66,-1.45,-0.13,0.55,0.65,-0.43,-0.31
23.1397,4.71,-0.45,-1.7,0.57,0.64,-0.41,-0.31
23.1586,3.95,0.2,-1.29,0.59,0.64,-0.39,-0.31
23.2311,2.79,-0.72,0.55,0.61,0.63,-0.38,-0.3
23.2496,-0.21,1.51,2.52,0.68,0.6,-0.31,-0.29
23.2696,0.32,1.94,2.39,0.71,0.58,-0.28,-0.29
23.337,-0.58,0.68,2.69,0.73,0.56,-0.26,-0.29
23.3604,-2.33,0.66,0.14,0.8,0.5,-0.17,-0.28
23.3895,-2.05,-0.1,1.19,0.82,0.49,-0.15,-0.28
23.4099,1.36,-2.21,0.07,0.84,0.47,-0.11,-0.27
23.43,-0.08,-0.81,-1.58,0.85,0.45,-0.08,-0.26
23.45,-4.39,-1.95,0.14,0.86,0.44,-0.06,-0.26
23.5031,-0.81,-1.08,0.21,0.86,0.44,-0.04,-0.26
23.5196,-0.45,0.13,-3.52,0.86,0.45,-0.02,-0.26
23.54,-2.82,0.14,-2.79,0.86,0.44,-0.02,-0.26
23.5732,-3.33,-2.31,-3.49,0.86,0.45,-0.02,-0.26
23.5898,-2.37,-2.98,-4.23,0.85,0.46,-0.02,-0.25
23.6102,-2.93,-1.06,-4.55,0.85,0.47,-0.02,-0.25
23.6831,-2.07,0.81,-4.56,0.84,0.48,-0.01,-0.25
23.7,-3.81,0.92,-5.41,0.83,0.5,-0.04,-0.23
23.7209,-2.81,0.71,-5.76,0.83,0.51,-0.06,-0.24
23.7397,-0.79,-2.48,-7.49,0.81,0.53,-0.07,-0.24
23.7601,1.27,-1.94,-6.5,0.8,0.55,-0.08,-0.25
23.7974,2.37,0.34,-5.87,0.78,0.56,-0.09,-0.25
23.8202,1.03,-2.34,-5.73,0.76,0.59,-0.13,-0.25
23.8751,0.49,-0.91,-5.45,0.74,0.6,-0.15,-0.25
23.8927,3.94,-0.25,-6.16,0.71,0.62,-0.19,-0.25
23.9096,4.7,-0.11,-5.97,0.71,0.63,-0.21,-0.25
23.9811,3.45,-0.95,-5.52,0.7,0.62,-0.23,-0.25
23.9996,4.62,-2.0,-5.56,0.69,0.62,-0.26,-0.26
24.0207,1.91,0.79,-4.54,0.69,0.62,-0.26,-0.27
24.0912,1.06,-0.03,-3.29,0.69,0.62,-0.27,-0.27
24.1097,0.66,-0.55,-0.74,0.67,0.63,-0.28,-0.28
24.1297,1.18,-2.12,0.48,0.66,0.63,-0.29,-0.29
24.1991,1.33,-1.76,0.2,0.65,0.64,-0.3,-0.28
24.2206,4.93,-4.11,0.75,0.6,0.66,-0.34,-0.28
24.2396,3.36,-3.5,0.14,0.59,0.67,-0.36,-0.28
24.2606,1.91,-1.06,1.25,0.58,0.67,-0.37,-0.28
24.3321,2.02,-1.46,3.59,0.56,0.68,-0.39,-0.28
24.3537,-1.28,-0.06,14.2,0.51,0.69,-0.43,-0.28
24.3713,3.06,-1.32,12.37,0.5,0.7,-0.44,-0.27
24.3909,5.51,3.31,9.26,0.49,0.7,-0.44,-0.27
24.4106,3.05,3.61,8.47,0.49,0.7,-0.44,-0.28
24.4309,1.11,0.52,6.69,0.49,0.69,-0.44,-0.29
24.4881,2.15,-2.45,3.23,0.49,0.69,-0.44,-0.3
24.5113,-0.32,-3.25,-1.0,0.5,0.68,-0.43,-0.31
24.5584,-0.02,-2.25,-2.03,0.51,0.68,-0.43,-0.31
24.5814,1.28,0.19,2.37,0.52,0.68,-0.42,-0.3
24.6063,3.62,-0.3,3.08,0.52,0.68,-0.42,-0.29
24.621,4.67,-0.39,4.16,0.53,0.68,-0.41,-0.29
24.6406,5.64,-0.55,4.54,0.54,0.68,-0.4,-0.29
24.7101,4.95,-0.13,4.99,0.55,0.67,-0.39,-0.29
24.7205,3.13,-2.87,3.64,0.61,0.64,-0.36,-0.3
24.7407,2.51,-1.24,2.71,0.63,0.63,-0.34,-0.3
24.818,2.09,-0.32,2.05,0.65,0.62,-0.32,-0.3
24.831,-2.08,-0.57,0.52,0.74,0.56,-0.26,-0.29
24.8506,-0.36,-1.78,0.24,0.75,0.54,-0.24,-0.29
24.9222,1.53,-2.2,-0.71,0.76,0.53,-0.22,-0.29
24.9406,-3.21,0.39,-0.67,0.81,0.48,-0.15,-0.29
24.9629,0.53,-1.63,-2.42,0.82,0.48,-0.14,-0.29
25.0233,0.54,-1.25,-2.73,0.82,0.47,-0.13,-0.29
25.0406,-4.32,-2.42,-2.35,0.84,0.45,-0.11,-0.29
25.0606,-2.48,-1.28,-3.24,0.84,0.45,-0.1,-0.29
25.1341,-1.73,0.68,-4.1,0.84,0.46,-0.09,-0.28
25.1536,-2.05,1.55,-5.09,0.82,0.5,-0.1,-0.27
25.1706,-1.18,2.62,-5.39,0.81,0.51,-0.1,-0.27
25.209,1.46,0.22,-7.0,0.8,0.52,-0.12,-0.28
25.2313,-0.74,-2.34,-5.7,0.78,0.54,-0.14,-0.28
25.2615,-0.81,-0.61,-5.19,0.77,0.55,-0.15,-0.27
25.2809,2.66,-1.9,-6.62,0.75,0.58,-0.18,-0.27
25.3029,2.12,-0.46,-6.2,0.74,0.59,-0.19,-0.26
25.3434,1.75,0.29,-5.89,0.73,0.6,-0.21,-0.26
25.3611,2.56,0.07,-6.27,0.71,0.61,-0.23,-0.26
25.3806,5.4,0.42,-6.84,0.7,0.62,-0.23,-0.26
25.434,4.67,0.09,-6.9,0.7,0.61,-0.24,-0.27
25.4506,0.38,-1.31,-4.44,0.7,0.61,-0.27,-0.28
25.4706,1.21,-0.34,-4.06,0.69,0.61,-0.28,-0.28
25.542,1.2,0.51,-2.95,0.68,0.61,-0.28,-0.29
25.5612,1.29,-0.86,-1.12,0.66,0.62,-0.31,-0.3
25.5822,2.39,-0.34,-0.49,0.65,0.62,-0.32,-0.3
25.6382,0.4,-0.55,1.03,0.64,0.62,-0.33,-0.3
25.6505,1.22,-2.92,2.52,0.6,0.64,-0.37,-0.3
25.6706,2.07,-1.69,3.27,0.59,0.64,-0.39,-0.3
25.7411,3.16,-1.79,4.79,0.57,0.65,-0.4,-0.3
25.7505,3.3,-2.66,5.47,0.54,0.65,-0.44,-0.3
25.7708,3.23,-2.1,5.19,0.53,0.65,-0.45,-0.3
25.8481,2.98,-1.13,4.78,0.53,0.65,-0.45,-0.3
25.8713,-2.04,-0.16,4.82,0.52,0.64,-0.47,-0.31
25.9061,-2.15,-1.94,4.62,0.52,0.64,-0.47,-0.32
25.9216,-0.16,-1.33,4.37,0.52,0.65,-0.45,-0.32
25.9415,1.5,0.21,3.44,0.53,0.65,-0.44,-0.32
26.0101,2.52,0.79,2.78,0.53,0.65,-0.43,-0.32
26.0215,0.71,-1.7,0.71,0.55,0.64,-0.42,-0.33
26.0446,-0.28,-2.17,0.64,0.55,0.64,-0.42,-0.33
26.1142,-0.93,-1.4,0.43,0.56,0.64,-0.41,-0.33
26.1317,-0.39,-0.41,-0.03,0.58,0.64,-0.39,-0.32
26.1516,-0.6,-0.32,0.14,0.59,0.64,-0.38,-0.32
26.2232,-0.27,0.05,-0.25,0.59,0.64,-0.38,-0.32
26.2418,0.84,-0.66,-0.6,0.61,0.64,-0.35,-0.31
26.2654,0.19,0.12,-0.36,0.61,0.64,-0.35,-0.31
26.3224,-0.78,-0.06,-0.36,0.62,0.64,-0.34,-0.3
26.3419,-0.41,-0.18,-0.49,0.63,0.64,-0.32,-0.29
26.362,-0.5,-0.39,-0.61,0.63,0.64,-0.32,-0.29
26.3962,-0.45,-0.55,-0.67,0.64,0.64,-0.31,-0.29
26.4117,0.46,0.04,-0.71,0.64,0.65,-0.3,-0.28
26.4316,0.69,0.44,-0.62,0.64,0.65,-0.3,-0.28
26.5012,0.16,0.31,-0.65,0.65,0.65,-0.29,-0.28
26.5216,0.19,0.36,-0.62,0.65,0.65,-0.28,-0.27
26.5416,-0.39,0.17,-0.68,0.66,0.64,-0.28,-0.27
26.6132,-0.84,0.1,-0.59,0.66,0.64,-0.28,-0.27
26.6317,-0.04,-0.41,-0.44,0.66,0.64,-0.27,-0.27
26.6516,0.15,-0.21,-0.11,0.66,0.64,-0.27,-0.27
